,index,name,inchikey,formula,ionization,precursormz,rank
1008,1008,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C6H3N5O1,[M-H]+,160.07863,no correct formula
1009,1009,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C9H11N5O1Si1,[M+H]+,234.13234,no correct formula
1010,1010,(water loss)4-acetamidobutyric acid,UZTFMUBKZQVKLK-UHFFFAOYSA-N,C9H17N1O2Si1,[M+H]+,200.069,no correct formula
1011,1011,(water loss)4-acetamidobutyric acid,UZTFMUBKZQVKLK-UHFFFAOYSA-N,C12H25N1O2Si2,[M+H]+,272.09055,no correct formula
1012,1012,butyraldehyde,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,C5H11O1N1,[M+H]+,102.09142,0
1013,1013,(water loss)L-canavanine,FSBIGDSBMBYOPN-VKHMYHEASA-N,C5H10N4O2,[M+H]+,159.14836,no correct formula
1014,1014,L-canavanine,FSBIGDSBMBYOPN-VKHMYHEASA-N,C5H12N4O3,[M-H]+,175.07756,no correct formula
1015,1015,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C12H19N5O1Si2,[M-H]+,304.1366,no correct formula
1016,1016,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C12H19N5O1Si2,[M+H]+,306.13373,no correct formula
1017,1017,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C12H19N5O1Si2,[M+H]+,306.13272,no correct formula
1018,1018,4-acetamidobutyric acid,UZTFMUBKZQVKLK-UHFFFAOYSA-N,C9H19N1O3Si1,[M+H]+,218.04806,no correct formula
1019,1019,4-acetamidobutyric acid,UZTFMUBKZQVKLK-UHFFFAOYSA-N,C12H27N1O3Si2,[M-H]+,288.12271,no correct formula
1020,1020,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C15H27N5O1Si3,[M+H]+,378.15405,no correct formula
1021,1021,(water loss)D-ribose,SRBFZHDQGSBBOR-SOOFDHNKSA-N,C17H40O4Si4,[M+H]+,421.21542,no correct formula
1022,1022,"2,4,6-tribromophenol",BSWWXRFVMJHFBN-UHFFFAOYSA-N,C9H11Br3O1Si1,[M+H]+,403.11826,no correct formula
1023,1023,arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C12H16O7,[M+H]+,273.26294,no correct formula
1024,1024,"2,4,6-tribromophenol",BSWWXRFVMJHFBN-UHFFFAOYSA-N,C9H11Br3O1Si1,[M+H]+,403.11771,no correct formula
1025,1025,(water loss)arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C12H14O6,[M-H]+,253.12219,no correct formula
1026,1026,isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C9H13N5O2Si1,[M-H]+,250.16992,no correct formula
1027,1027,arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C18H32O7Si2,[M+H]+,417.15295,no correct formula
1028,1028,abietic acidÂ,RSWGJHLUYNHPMX-ONCXSQPRSA-N,C23H38O2Si1,[M-H]+,373.11667,no correct formula
1029,1029,arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C18H32O7Si2,[M]+,416.15729,no correct formula
1030,1030,isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C15H29N5O2Si3,[M+H]+,396.16754,1
1031,1031,(water loss)abietic acidÂ,RSWGJHLUYNHPMX-ONCXSQPRSA-N,C23H36O1Si1,[M-H]+,355.301,no correct formula
1032,1032,(water loss)arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C15H22O6Si1,[M+H]+,327.32367,no correct formula
1033,1033,"(water loss)2,4,6-tribromophenol",BSWWXRFVMJHFBN-UHFFFAOYSA-N,C9H9Br3Si1,[M-H]+,383.38623,no correct formula
1034,1034,(water loss)dehydrocholesterol,UCTLRSWJYQTBFZ-DDPQNLDTSA-N,C30H50Si1,[M-H]+,437.43164,no correct formula
1035,1035,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C9H11N5O1Si1,[M]+,233.10072,no correct formula
1036,1036,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C6H3N5O1,[M-H]+,160.07863,no correct formula
1037,1037,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C9H11N5O1Si1,[M+H]+,234.13234,no correct formula
1038,1038,(water loss)4-acetamidobutyric acid,UZTFMUBKZQVKLK-UHFFFAOYSA-N,C9H17N1O2Si1,[M+H]+,200.069,no correct formula
1039,1039,(water loss)4-acetamidobutyric acid,UZTFMUBKZQVKLK-UHFFFAOYSA-N,C12H25N1O2Si2,[M+H]+,272.09055,no correct formula
1040,1040,butyraldehyde,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,C5H11O1N1,[M+H]+,102.09142,0
1041,1041,(water loss)L-canavanine,FSBIGDSBMBYOPN-VKHMYHEASA-N,C5H10N4O2,[M+H]+,159.14836,no correct formula
1042,1042,L-canavanine,FSBIGDSBMBYOPN-VKHMYHEASA-N,C5H12N4O3,[M-H]+,175.07756,no correct formula
1043,1043,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C12H19N5O1Si2,[M-H]+,304.1366,no correct formula
1044,1044,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C12H19N5O1Si2,[M+H]+,306.13373,no correct formula
1045,1045,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C12H19N5O1Si2,[M+H]+,306.13272,no correct formula
1046,1046,4-acetamidobutyric acid,UZTFMUBKZQVKLK-UHFFFAOYSA-N,C9H19N1O3Si1,[M+H]+,218.04806,no correct formula
1047,1047,4-acetamidobutyric acid,UZTFMUBKZQVKLK-UHFFFAOYSA-N,C12H27N1O3Si2,[M-H]+,288.12271,no correct formula
1048,1048,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C15H27N5O1Si3,[M+H]+,378.15405,no correct formula
1049,1049,(water loss)D-ribose,SRBFZHDQGSBBOR-SOOFDHNKSA-N,C17H40O4Si4,[M+H]+,421.21542,no correct formula
1050,1050,"2,4,6-tribromophenol",BSWWXRFVMJHFBN-UHFFFAOYSA-N,C9H11Br3O1Si1,[M+H]+,403.11826,no correct formula
1051,1051,arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C12H16O7,[M+H]+,273.26294,no correct formula
1052,1052,"2,4,6-tribromophenol",BSWWXRFVMJHFBN-UHFFFAOYSA-N,C9H11Br3O1Si1,[M+H]+,403.11771,no correct formula
1053,1053,(water loss)arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C12H14O6,[M-H]+,253.12219,no correct formula
1054,1054,isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C9H13N5O2Si1,[M-H]+,250.16992,no correct formula
1055,1055,arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C18H32O7Si2,[M+H]+,417.15295,no correct formula
1056,1056,abietic acidÂ,RSWGJHLUYNHPMX-ONCXSQPRSA-N,C23H38O2Si1,[M-H]+,373.11667,no correct formula
1057,1057,arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C18H32O7Si2,[M]+,416.15729,no correct formula
1058,1058,isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C15H29N5O2Si3,[M+H]+,396.16754,1
1059,1059,(water loss)abietic acidÂ,RSWGJHLUYNHPMX-ONCXSQPRSA-N,C23H36O1Si1,[M-H]+,355.301,no correct formula
1060,1060,(water loss)arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C15H22O6Si1,[M+H]+,327.32367,no correct formula
1061,1061,"(water loss)2,4,6-tribromophenol",BSWWXRFVMJHFBN-UHFFFAOYSA-N,C9H9Br3Si1,[M-H]+,383.38623,no correct formula
1062,1062,(water loss)dehydrocholesterol,UCTLRSWJYQTBFZ-DDPQNLDTSA-N,C30H50Si1,[M-H]+,437.43164,no correct formula
1063,1063,(water loss)L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C7H15N1O1S1Si1,[M+H]+,190.14314,no correct formula
1064,1064,(water loss)L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C7H15N1O1S1Si1,[M-H]+,188.12766,no correct formula
1065,1065,(water loss)L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C7H15N1O1S1Si1,[M-H]+,188.12735,no correct formula
1066,1066,(water loss)L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C7H15N1O1S1Si1,[M+H]+,190.12471,no correct formula
1067,1067,(water loss)acetophenone,KWOLFJPFCHCOCG-UHFFFAOYSA-N,C9H9N1,[M+H]+,132.09638,no correct formula
1068,1068,(water loss)octadecanol,GLDOVTGHNKAZLK-UHFFFAOYSA-N,C18H36,[M+H]+,253.09582,no correct formula
1069,1069,(water loss)L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C4H7N1O1S1,[M-H]+,116.0848,no correct formula
1070,1070,(water loss)ergosterol,BTCAEOLDEYPGGE-LPWCLQGBSA-N,C28H44,[M+H]+,380.12012,no correct formula
1071,1071,L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C7H17N1O2S1Si1,[M-H]+,206.10748,no correct formula
1072,1072,tranexamic acid,IIDJRNMFWXDHID-UHFFFAOYSA-N,C10H19N1O7P2Si1,[M+H]+,230.15566,no correct formula
1073,1073,octadecanol,GLDOVTGHNKAZLK-UHFFFAOYSA-N,C18H38O1,[M+H]+,271.26184,no correct formula
1074,1074,(water loss)tranexamic acid,IIDJRNMFWXDHID-UHFFFAOYSA-N,C13H25N1O6P2Si2,[M+H]+,284.1929,no correct formula
1075,1075,octadecanol,GLDOVTGHNKAZLK-UHFFFAOYSA-N,C21H46O1Si1,[M-H]+,341.32153,no correct formula
1076,1076,L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C10H25N1O2S1Si2,[M-H]+,278.10406,2
1077,1077,(water loss)2-stearoylglycerol,VBICKXHEKHSIBG-UHFFFAOYSA-N,C24H48O3Si1,[M-H]+,411.41138,nan
1078,1078,pinitol,DSCFFEYYQKSRSV-KLJZZCKASA-N,,[M+H]+,411.41672,no key formula
1079,1079,pinitol,DSCFFEYYQKSRSV-KLJZZCKASA-N,,[M-H]+,193.19482,no key formula
1080,1080,(water loss)L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C7H15N1O1S1Si1,[M+H]+,190.14314,no correct formula
1081,1081,(water loss)L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C7H15N1O1S1Si1,[M-H]+,188.12766,no correct formula
1082,1082,(water loss)L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C7H15N1O1S1Si1,[M-H]+,188.12735,no correct formula
1083,1083,(water loss)L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C7H15N1O1S1Si1,[M+H]+,190.12471,no correct formula
1084,1084,(water loss)acetophenone,KWOLFJPFCHCOCG-UHFFFAOYSA-N,C9H9N1,[M+H]+,132.09638,no correct formula
1085,1085,(water loss)octadecanol,GLDOVTGHNKAZLK-UHFFFAOYSA-N,C18H36,[M+H]+,253.09582,no correct formula
1086,1086,(water loss)L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C4H7N1O1S1,[M-H]+,116.0848,no correct formula
1087,1087,(water loss)ergosterol,BTCAEOLDEYPGGE-LPWCLQGBSA-N,C28H44,[M+H]+,380.12012,no correct formula
1088,1088,L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C7H17N1O2S1Si1,[M-H]+,206.10748,no correct formula
1089,1089,tranexamic acid,IIDJRNMFWXDHID-UHFFFAOYSA-N,C10H19N1O7P2Si1,[M+H]+,230.15566,no correct formula
1090,1090,octadecanol,GLDOVTGHNKAZLK-UHFFFAOYSA-N,C18H38O1,[M+H]+,271.26184,no correct formula
1091,1091,(water loss)tranexamic acid,IIDJRNMFWXDHID-UHFFFAOYSA-N,C13H25N1O6P2Si2,[M+H]+,284.1929,no correct formula
1092,1092,octadecanol,GLDOVTGHNKAZLK-UHFFFAOYSA-N,C21H46O1Si1,[M-H]+,341.32153,no correct formula
1093,1093,L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C10H25N1O2S1Si2,[M-H]+,278.10406,1
1094,1094,(water loss)2-stearoylglycerol,VBICKXHEKHSIBG-UHFFFAOYSA-N,C24H48O3Si1,[M-H]+,411.41138,nan
1095,1095,pinitol,DSCFFEYYQKSRSV-KLJZZCKASA-N,,[M+H]+,411.41672,no key formula
1096,1096,pinitol,DSCFFEYYQKSRSV-KLJZZCKASA-N,,[M-H]+,193.19482,no key formula
1097,1097,(water loss)L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C7H15N1O1S1Si1,[M+H]+,190.14314,no correct formula
1098,1098,(water loss)L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C7H15N1O1S1Si1,[M-H]+,188.12766,no correct formula
1099,1099,(water loss)L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C7H15N1O1S1Si1,[M-H]+,188.12735,no correct formula
1100,1100,(water loss)L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C7H15N1O1S1Si1,[M+H]+,190.12471,no correct formula
1101,1101,(water loss)acetophenone,KWOLFJPFCHCOCG-UHFFFAOYSA-N,C9H9N1,[M+H]+,132.09638,no correct formula
1102,1102,(water loss)octadecanol,GLDOVTGHNKAZLK-UHFFFAOYSA-N,C18H36,[M+H]+,253.09582,no correct formula
1103,1103,(water loss)L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C4H7N1O1S1,[M-H]+,116.0848,no correct formula
1104,1104,(water loss)ergosterol,BTCAEOLDEYPGGE-LPWCLQGBSA-N,C28H44,[M+H]+,380.12012,no correct formula
1105,1105,L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C7H17N1O2S1Si1,[M-H]+,206.10748,no correct formula
1106,1106,tranexamic acid,IIDJRNMFWXDHID-UHFFFAOYSA-N,C10H19N1O7P2Si1,[M+H]+,230.15566,no correct formula
1107,1107,octadecanol,GLDOVTGHNKAZLK-UHFFFAOYSA-N,C18H38O1,[M+H]+,271.26184,no correct formula
1108,1108,(water loss)tranexamic acid,IIDJRNMFWXDHID-UHFFFAOYSA-N,C13H25N1O6P2Si2,[M+H]+,284.1929,no correct formula
1109,1109,octadecanol,GLDOVTGHNKAZLK-UHFFFAOYSA-N,C21H46O1Si1,[M-H]+,341.32153,no correct formula
1110,1110,L-homocysteine,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C10H25N1O2S1Si2,[M-H]+,278.10406,1
1111,1111,(water loss)2-stearoylglycerol,VBICKXHEKHSIBG-UHFFFAOYSA-N,C24H48O3Si1,[M-H]+,411.41138,nan
1112,1112,pinitol,DSCFFEYYQKSRSV-KLJZZCKASA-N,,[M+H]+,411.41672,no key formula
1113,1113,pinitol,DSCFFEYYQKSRSV-KLJZZCKASA-N,,[M-H]+,193.19482,no key formula
1114,1114,(water loss)galactitol,FBPFZTCFMRRESA-GUCUJZIJSA-N,C9H20O5Si1,[M+H]+,237.07646,no correct formula
1115,1115,(water loss)indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C11H9N1O2,[M]+,187.1189,no correct formula
1116,1116,2-hydroxybutanoic acid 1,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H8O3,[M+H]+,249.1321,no correct formula
1117,1117,(water loss)indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C11H9N1O2,[M]+,187.16849,no correct formula
1118,1118,indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C11H11N1O3,[M+H]+,206.06564,no correct formula
1119,1119,(water loss)galactitol,FBPFZTCFMRRESA-GUCUJZIJSA-N,C12H28O5Si2,[M+H]+,309.12292,no correct formula
1120,1120,indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C14H19N1O3Si1,[M-H]+,276.08661,no correct formula
1121,1121,(water loss)L-carnitine,PHIQHXFUZVPYII-ZCFIWIBFSA-N,C7H13N1O2,[M-H]+,142.1055,no correct formula
1122,1122,L-carnitine,PHIQHXFUZVPYII-ZCFIWIBFSA-N,C10H23N1O3Si1,[M+H]+,234.06076,no correct formula
1123,1123,(water loss)lumazine,UYEUUXMDVNYCAM-UHFFFAOYSA-N,C9H10N4O1Si1,[M-H]+,217.07051,no correct formula
1124,1124,L-carnitine,PHIQHXFUZVPYII-ZCFIWIBFSA-N,C13H31N1O3Si2,[M+H]+,306.09192,no correct formula
1125,1125,2-hydroxybutanoic acid 1,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H8O3,[M+H]+,249.13211,no correct formula
1126,1126,(water loss)D-sorbitol,FBPFZTCFMRRESA-JGWLITMVSA-N,C21H52O5Si5,[M-H]+,523.25354,no correct formula
1127,1127,(water loss)biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,C13H22N2O2S1Si1,[M+H]+,299.29263,no correct formula
1128,1128,indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C17H27N1O3Si2,[M]+,349.15082,1
1129,1129,indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C20H35N1O3Si3,[M]+,421.19006,5
1130,1130,1-monoolein,RZRNAYUHWVFMIP-KTKRTIGZSA-N,C21H40O4,[M-H]+,355.30142,no correct formula
1131,1131,1-monoolein,RZRNAYUHWVFMIP-KTKRTIGZSA-N,C27H56O4Si2,[M+H]+,501.3688,no correct formula
1132,1132,1-monoolein,RZRNAYUHWVFMIP-KTKRTIGZSA-N,C21H40O4,[M]+,356.30502,no correct formula
1133,1133,(water loss)1-monoolein,RZRNAYUHWVFMIP-KTKRTIGZSA-N,C24H46O3Si1,[M+H]+,411.41779,no correct formula
1134,1134,galactitol,FBPFZTCFMRRESA-GUCUJZIJSA-N,C12H30O6Si2,[M-H]+,325.30685,no correct formula
1135,1135,lithocholic acid,SMEROWZSTRWXGI-HVATVPOCSA-N,C30H56O3Si2,[M-H]+,519.36829,1
1136,1136,(water loss)galactitol,FBPFZTCFMRRESA-GUCUJZIJSA-N,C9H20O5Si1,[M+H]+,237.07646,no correct formula
1137,1137,(water loss)indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C11H9N1O2,[M]+,187.1189,no correct formula
1138,1138,2-hydroxybutanoic acid 1,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H8O3,[M+H]+,249.1321,no correct formula
1139,1139,(water loss)indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C11H9N1O2,[M]+,187.16849,no correct formula
1140,1140,indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C11H11N1O3,[M+H]+,206.06564,no correct formula
1141,1141,(water loss)galactitol,FBPFZTCFMRRESA-GUCUJZIJSA-N,C12H28O5Si2,[M+H]+,309.12292,no correct formula
1142,1142,indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C14H19N1O3Si1,[M-H]+,276.08661,no correct formula
1143,1143,(water loss)L-carnitine,PHIQHXFUZVPYII-ZCFIWIBFSA-N,C7H13N1O2,[M-H]+,142.1055,no correct formula
1144,1144,L-carnitine,PHIQHXFUZVPYII-ZCFIWIBFSA-N,C10H23N1O3Si1,[M+H]+,234.06076,no correct formula
1145,1145,(water loss)lumazine,UYEUUXMDVNYCAM-UHFFFAOYSA-N,C9H10N4O1Si1,[M-H]+,217.07051,no correct formula
1146,1146,L-carnitine,PHIQHXFUZVPYII-ZCFIWIBFSA-N,C13H31N1O3Si2,[M+H]+,306.09192,no correct formula
1147,1147,2-hydroxybutanoic acid 1,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H8O3,[M+H]+,249.13211,no correct formula
1148,1148,(water loss)D-sorbitol,FBPFZTCFMRRESA-JGWLITMVSA-N,C21H52O5Si5,[M-H]+,523.25354,no correct formula
1149,1149,(water loss)biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,C13H22N2O2S1Si1,[M+H]+,299.29263,no correct formula
1150,1150,indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C17H27N1O3Si2,[M]+,349.15082,1
1151,1151,indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C20H35N1O3Si3,[M]+,421.19006,4
1152,1152,1-monoolein,RZRNAYUHWVFMIP-KTKRTIGZSA-N,C21H40O4,[M-H]+,355.30142,no correct formula
1153,1153,1-monoolein,RZRNAYUHWVFMIP-KTKRTIGZSA-N,C27H56O4Si2,[M+H]+,501.3688,no correct formula
1154,1154,1-monoolein,RZRNAYUHWVFMIP-KTKRTIGZSA-N,C21H40O4,[M]+,356.30502,no correct formula
1155,1155,(water loss)1-monoolein,RZRNAYUHWVFMIP-KTKRTIGZSA-N,C24H46O3Si1,[M+H]+,411.41779,no correct formula
1156,1156,galactitol,FBPFZTCFMRRESA-GUCUJZIJSA-N,C12H30O6Si2,[M-H]+,325.30685,no correct formula
1157,1157,lithocholic acid,SMEROWZSTRWXGI-HVATVPOCSA-N,C30H56O3Si2,[M-H]+,519.36829,0
1158,1158,(water loss)galactitol,FBPFZTCFMRRESA-GUCUJZIJSA-N,C9H20O5Si1,[M+H]+,237.07646,no correct formula
1159,1159,(water loss)indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C11H9N1O2,[M]+,187.1189,no correct formula
1160,1160,2-hydroxybutanoic acid 1,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H8O3,[M+H]+,249.1321,no correct formula
1161,1161,(water loss)indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C11H9N1O2,[M]+,187.16849,no correct formula
1162,1162,indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C11H11N1O3,[M+H]+,206.06564,no correct formula
1163,1163,(water loss)galactitol,FBPFZTCFMRRESA-GUCUJZIJSA-N,C12H28O5Si2,[M+H]+,309.12292,no correct formula
1164,1164,indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C14H19N1O3Si1,[M-H]+,276.08661,no correct formula
1165,1165,(water loss)L-carnitine,PHIQHXFUZVPYII-ZCFIWIBFSA-N,C7H13N1O2,[M-H]+,142.1055,no correct formula
1166,1166,L-carnitine,PHIQHXFUZVPYII-ZCFIWIBFSA-N,C10H23N1O3Si1,[M+H]+,234.06076,no correct formula
1167,1167,(water loss)lumazine,UYEUUXMDVNYCAM-UHFFFAOYSA-N,C9H10N4O1Si1,[M-H]+,217.07051,no correct formula
1168,1168,L-carnitine,PHIQHXFUZVPYII-ZCFIWIBFSA-N,C13H31N1O3Si2,[M+H]+,306.09192,no correct formula
1169,1169,2-hydroxybutanoic acid 1,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H8O3,[M+H]+,249.13211,no correct formula
1170,1170,(water loss)D-sorbitol,FBPFZTCFMRRESA-JGWLITMVSA-N,C21H52O5Si5,[M-H]+,523.25354,no correct formula
1171,1171,(water loss)biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,C13H22N2O2S1Si1,[M+H]+,299.29263,no correct formula
1172,1172,indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C17H27N1O3Si2,[M]+,349.15082,1
1173,1173,indole-3-lactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,C20H35N1O3Si3,[M]+,421.19006,4
1174,1174,1-monoolein,RZRNAYUHWVFMIP-KTKRTIGZSA-N,C21H40O4,[M-H]+,355.30142,no correct formula
1175,1175,1-monoolein,RZRNAYUHWVFMIP-KTKRTIGZSA-N,C27H56O4Si2,[M+H]+,501.3688,no correct formula
1176,1176,1-monoolein,RZRNAYUHWVFMIP-KTKRTIGZSA-N,C21H40O4,[M]+,356.30502,no correct formula
1177,1177,(water loss)1-monoolein,RZRNAYUHWVFMIP-KTKRTIGZSA-N,C24H46O3Si1,[M+H]+,411.41779,no correct formula
1178,1178,galactitol,FBPFZTCFMRRESA-GUCUJZIJSA-N,C12H30O6Si2,[M-H]+,325.30685,no correct formula
1179,1179,lithocholic acid,SMEROWZSTRWXGI-HVATVPOCSA-N,C30H56O3Si2,[M-H]+,519.36829,0
1180,1180,glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C3H7N3O2,[M+H]+,118.06766,no correct formula
1181,1181,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C5H11N3O1Si1,[M+H]+,158.0815,no correct formula
1182,1182,glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C6H15N3O2Si1,[M-H]+,188.12756,no correct formula
1183,1183,(water loss)glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C6H13N3O1Si1,[M-H]+,170.09366,no correct formula
1184,1184,(water loss)2-hydroxybutanoic acid 2,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H6O2,[M]+,230.0798,no correct formula
1185,1185,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C8H19N3O1Si2,[M]+,229.07307,no correct formula
1186,1186,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C5H11N3O1Si1,[M-H]+,156.12129,no correct formula
1187,1187,(water loss)glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C6H13N3O1Si1,[M+H]+,172.15099,no correct formula
1188,1188,glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C6H15N3O2Si1,[M+H]+,190.12506,no correct formula
1189,1189,(water loss)glycocyamine,BPMFZUMJYQTVII-UHFFFAOYSA-N,C6H13N3O1Si1,[M+H]+,172.11172,no correct formula
1190,1190,3-(1-methyl-2-pyrrolidinyl)-pyridine,SNICXCGAKADSCV-JTQLQIEISA-N,C10H14N2,[M-H]+,161.05962,no correct formula
1191,1191,biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C5H13N3O2Si1,[M-H]+,174.11171,no correct formula
1192,1192,2-hydroxybutanoic acid 2,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H8O3,[M+H]+,249.13264,no correct formula
1193,1193,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C8H19N3O1Si2,[M+H]+,230.08022,no correct formula
1194,1194,"1,4-cyclohexanedione",DCZFGQYXRKMVFG-UHFFFAOYSA-N,C12H24O2Si2,[M-H]+,255.20937,no correct formula
1195,1195,"1,4-cyclohexanedione",DCZFGQYXRKMVFG-UHFFFAOYSA-N,C12H24O2Si2,[M-H]+,255.10989,no correct formula
1196,1196,"1,4-cyclohexanedione",DCZFGQYXRKMVFG-UHFFFAOYSA-N,C6H8O2,[M-H]+,111.11654,no correct formula
1197,1197,(water loss)3-(1-methyl-2-pyrrolidinyl)-pyridine,SNICXCGAKADSCV-JTQLQIEISA-N,C10H12N2,[M]+,144.04756,no correct formula
1198,1198,3-(1-methyl-2-pyrrolidinyl)-pyridine,SNICXCGAKADSCV-JTQLQIEISA-N,C10H14N2,[M+H]+,163.09509,no correct formula
1199,1199,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C8H19N3O1Si2,[M+H]+,230.08005,no correct formula
1200,1200,(water loss)biuret,OHJMTUPIZMNBFR-UHFFFAOYSA-N,C11H27N3O1Si3,[M+H]+,302.16989,no correct formula
